234	601
6	595
7	588
5	583
0	583
0	583
0	583
6	577
1	576
8	568
0	568
1	567
0	567
0	567
11	556
5	551
5	546
0	546
1	545
1	544
2	542
3	539
4	535
0	535
1	534
10	524
2	522
1	521
0	521
9	512
10	502
2	500
2	498
1	497
7	490
0	490
3	487
0	487
0	487
0	487
0	487
0	487
0	487
0	487
0	487
5	482
1	481
7	474
4	470
0	470
1	469
1	468
0	468
6	462
0	462
1	461
3	458
0	458
4	454
0	454
7	447
0	447
4	443
0	443
4	439
5	434
5	429
5	424
5	419
3	416
5	411
0	411
10	401
0	401
0	401
0	401
0	401
0	401
0	401
0	401
2	399
0	399
0	399
0	399
1	398
0	398
0	398
0	398
0	398
7	391
5	386
0	386
7	379
0	379
0	379
5	374
9	365
1	364
4	360
0	360
1	359
4	355
0	355
1	354
0	354
1	353
0	353
1	352
0	352
4	348
0	348
0	348
0	348
0	348
0	348
0	348
0	348
0	348
0	348
0	348
1	347
0	347
0	347
0	347
0	347
3	344
0	344
2	342
3	339
8	331
0	331
2	329
0	329
0	329
1	328
0	328
1	327
5	322
0	322
0	322
0	322
0	322
2	320
0	320
0	320
0	320
0	320
1	319
0	319
0	319
0	319
0	319
0	319
6	313
0	313
2	311
3	308
5	303
0	303
1	302
0	302
1	301
0	301
0	301
0	301
0	301
0	301
0	301
0	301
0	301
0	301
0	301
0	301
2	299
0	299
0	299
0	299
0	299
0	299
0	299
0	299
0	299
0	299
0	299
1	298
6	292
0	292
0	292
1	291
0	291
0	291
3	288
2	286
1	285
4	281
0	281
1	280
2	278
0	278
0	278
0	278
0	278
0	278
0	278
1	277
0	277
0	277
0	277
0	277
0	277
0	277
0	277
0	277
0	277
4	273
2	271
0	271
0	271
0	271
2	269
0	269
4	265
0	265
0	265
1	264
0	264
0	264
0	264
0	264
0	264
0	264
0	264
0	264
0	264
0	264
0	264
0	264
2	262
1	261
4	257
0	257
2	255
0	255
0	255
0	255
2	253
1	252
1	251
5	246
1	245
3	242
0	242
1	241
0	241
0	241
0	241
0	241
0	241
0	241
0	241
0	241
0	241
0	241
0	241
0	241
0	241
0	241
0	241
0	241
0	241
0	241
0	241
0	241
0	241
0	241
0	241
0	241
0	241
0	241
0	241
2	239
11	228
0	228
0	228
4	224
2	222
1	221
1	220
3	217
0	217
0	217
0	217
0	217
0	217
0	217
1	216
0	216
0	216
