5.1E+15,42778.55625,42779.58889,1,9,3,12
5.1E+15,42778.52292,42779.34931,0,25,1,26
5.1E+15,42779.35139,42779.5625,0,26,1,27
5.1E+15,42778.58542,42779.46736,0,26,8,34
5.1E+15,42779.46875,42779.62569,1,27,8,35
5.1E+15,42778.85625,42779.36042,1,28,1,29
5.1E+15,42779.36458,42779.68194,0,29,1,30
5.1E+15,42752.57708,42779.30833,1,1,0,1
5.1E+15,42779.30903,42779.39028,0,2,0,2
5.1E+15,42779.39028,42779.65417,1,3,0,3
5.1E+15,42778.73889,42779.55417,1,16,20,36
5.1E+15,42778.59514,42779.75833,0,21,5,26
5.1E+15,42778.76458,42779.45347,0,33,8,41
5.1E+15,42779.75972,42779.8875,1,34,11,45
5.1E+15,42778.73056,42779.42847,0,11,2,13
5.1E+15,42779.42847,42779.50764,0,12,2,14
5.1E+15,42778.75139,0001-1-1,Null,45,6,51
5.1E+15,42779.34931,42779.35556,1,46,6,52
5.1E+15,42779.52708,42779.53194,0,47,8,55
5.1E+15,42779.53403,42779.62014,0,48,8,56
5.1E+15,42779.62153,0001-1-1,Null,49,8,57
5.1E+15,42778.76528,42779.32708,1,26,3,29
5.1E+15,42779.32708,42779.46667,0,27,3,30
5.1E+15,42779.46528,42779.55417,0,28,3,31
5.1E+15,42778.76736,42779.31667,1,22,5,27
5.1E+15,42779.31806,42779.32986,1,23,5,28
5.1E+15,42768.44653,42779.36944,1,1,3,4
5.1E+15,42778.45972,42779.33611,1,9,16,25
5.1E+15,42779.33681,42779.43056,0,10,16,26
5.1E+15,42779.43056,42779.43681,0,11,16,27
5.1E+15,42779.49931,42779.74097,1,33,4,37
5.1E+15,42778.67361,42779.38889,1,26,1,27
5.1E+15,42779.38958,42779.68194,0,27,1,28
5.1E+15,42779.3375,42779.68889,1,4,6,10
5.1E+15,42767.64375,42779.51667,1,2,0,2
5.1E+15,42745.74236,42779.72708,0,1,0,1
5.1E+15,42778.73056,42779.29514,0,32,10,42
5.1E+15,42778.9125,42779.33819,1,48,1,49
5.1E+15,42778.48472,42779.41944,0,17,8,25
5.1E+15,42778.87292,42779.29583,0,18,4,22
5.1E+15,42779.29722,42779.73958,0,19,4,23
5.1E+15,42779.74236,42779.90417,1,20,4,24
5.1E+15,42778.88125,42779.32639,1,8,0,8
5.1E+15,42778.71111,42779.73333,1,20,1,21
5.1E+15,42779.73333,0001-1-1,Null,21,1,22
5.1E+15,42778.64722,42779.35694,0,24,2,26
5.1E+15,42779.35694,42779.43056,1,25,2,27
5.1E+15,42779.43472,42779.51528,0,26,2,28
5.1E+15,42778.76181,42779.38472,1,37,3,40
5.1E+15,42779.39236,42779.61319,1,38,3,41
5.1E+15,42779.61528,42779.76736,0,39,3,42
5.1E+15,42779.76875,42779.86042,1,40,3,43
5.1E+15,42778.90903,42779.3875,0,16,0,16
5.1E+15,42779.40556,0001-1-1,Null,2,31,33
5.1E+15,42779.6625,42779.70903,0,3,31,34
5.1E+15,42778.32431,42779.71736,0,12,0,12
5.1E+15,42778.74583,42779.34167,0,24,3,27
5.1E+15,42769.75833,42779.55,1,3,0,3
5.1E+15,42779.55278,42779.57431,0,4,0,4
5.1E+15,42779.575,42779.93542,1,5,0,5
5.1E+15,42776.75208,0001-1-1,Null,19,2,21
5.1E+15,42779.36667,42779.38958,1,20,2,22
5.1E+15,42779.38958,42779.72292,0,21,2,23
5.1E+15,42779.725,0001-1-1,Null,22,2,24
5.1E+15,42778.75278,42779.36736,1,20,0,20
5.1E+15,42779.36875,42779.60764,0,21,0,21
5.1E+15,42779.62569,42779.69653,1,22,0,22
5.1E+15,42779.69722,0001-1-1,0,23,0,23
5.1E+15,42768.67083,42779.51389,1,3,1,4
5.1E+15,42779.51389,42779.64653,1,4,1,5
5.1E+15,42779.64653,42779.70417,0,5,1,6
5.1E+15,42779.79444,42779.92361,0,1,3,4
5.1E+15,42778.88194,42779.35625,1,25,1,26
5.1E+15,42779.35625,42779.78681,1,26,1,27
5.1E+15,42779.78889,42779.81181,1,27,1,28
5.1E+15,42777.58542,42779.58403,1,2,2,4
5.1E+15,42778.75,42779.34097,1,26,4,30
5.1E+15,42778.47361,42779.39444,1,26,3,29
5.1E+15,42779.39444,42779.43542,1,27,3,30
5.1E+15,42778.6,42779.3875,1,22,5,27
5.1E+15,42779.38819,42779.45,0,23,5,28
5.1E+15,42779.45347,42779.49861,1,24,5,29
5.1E+15,42750.77986,42779.4875,1,1,0,1
5.1E+15,42779.48889,42779.64028,0,2,0,2
5.1E+15,42779.64167,42779.72708,1,3,0,3
5.1E+15,42778.92917,42779.72917,0,2,19,21
5.1E+15,42779.63472,42779.69167,1,2,7,9
5.1E+15,42774.73333,42779.55069,1,4,1,5
5.1E+15,42774.57569,42779.61319,1,2,6,8
5.1E+15,42778.83264,42779.56111,1,20,10,30
5.1E+15,42778.90972,42779.26528,Null,13,7,20
5.1E+15,41991.66528,42779.41944,1,1,0,1
5.1E+15,42779.42639,42779.49861,0,2,0,2
5.1E+15,42779.50139,42779.57708,1,3,0,3
5.1E+15,42778.68472,0001-1-1,Null,39,7,46
5.1E+15,42779.69792,42779.70417,0,40,7,47
5.1E+15,42779.72917,42779.88819,1,42,7,49
5.1E+15,42778.44028,42779.39583,1,15,4,19
5.1E+15,42779.39583,42779.42222,1,16,4,20
5.1E+15,42779.42292,0001-1-1,Null,17,4,21
5.1E+15,42774.69583,42779.44306,0,27,5,32
5.1E+15,42779.44653,42779.54653,0,28,5,33
5.1E+15,42779.54653,42779.74583,1,29,5,34
5.1E+15,42779.74792,42779.85625,0,30,5,35
5.1E+15,42778.81042,42779.36944,1,22,19,41
5.1E+15,42779.80208,42779.81111,0,23,21,44
5.1E+15,42778.89167,42779.32708,1,15,0,15
5.1E+15,42779.83056,42779.86111,1,16,1,17
5.1E+15,42778.56528,42779.56111,0,22,3,25
5.1E+15,42779.5625,42779.76944,0,23,3,26
5.1E+15,42777.77917,42779.44583,0,15,3,18
5.1E+15,42779.44722,42779.58333,1,16,3,19
5.1E+15,42778.75694,42779.35556,1,27,2,29
5.1E+15,42779.54861,42779.75972,0,28,2,30
5.1E+15,42778.74306,42779.31319,0,21,1,22
5.1E+15,42779.31319,42779.73472,0,22,1,23
5.1E+15,42773.41875,42779.45,0,11,0,11
5.1E+15,42778.52569,42779.89167,0,22,3,25
5.1E+15,42777.84444,42779.71875,0,16,0,16
5.1E+15,42779.72153,42779.89653,1,17,0,17
5.1E+15,42778.63958,42779.38611,1,31,4,35
5.1E+15,42779.38681,42779.39722,1,32,4,36
5.1E+15,42779.39722,42779.48611,0,33,4,37
5.1E+15,42779.4875,42779.51389,0,34,4,38
5.1E+15,42779.51458,42779.69722,1,35,4,39
5.1E+15,42779.69792,42779.8125,1,36,4,40
5.1E+15,42778.76667,42779.48681,0,4,0,4
5.1E+15,42779.4875,42779.73056,0,5,0,5
5.1E+15,42778.73958,42779.39028,1,16,2,18
5.1E+15,42779.39097,42779.41806,1,17,2,19
5.1E+15,42779.41875,42779.50625,0,18,2,20
5.1E+15,42779.50764,42779.52014,0,19,2,21
5.1E+15,42779.52153,42779.63889,1,20,2,22
5.1E+15,42779.74792,42779.77153,0,21,3,24
5.1E+15,42778.65625,0001-1-1,Null,24,5,29
5.1E+15,42779.20486,42779.63333,1,25,5,30
5.1E+15,42779.63611,42779.65764,0,26,5,31
5.1E+15,42778.78958,42779.48681,0,26,2,28
5.1E+15,42779.4875,42779.51597,1,27,2,29
5.1E+15,42779.51806,42779.57361,1,28,2,30
5.1E+15,42779.57431,42779.86667,0,29,2,31
5.1E+15,42778.85069,42779.7875,0,20,0,20
5.1E+15,42777.91667,42779.38681,1,9,2,11
5.1E+15,42779.75694,42779.75833,1,10,3,13
5.1E+15,42779.75903,42779.86806,0,11,3,14
5.1E+15,42779.89375,42779.91944,0,12,3,15
5.1E+15,42778.49931,42779.39236,1,12,7,19
5.1E+15,42779.39375,42779.48056,0,13,7,20
5.1E+15,42778.73889,42779.26042,1,24,9,33
5.1E+15,42779.26181,42779.27917,0,25,9,34
5.1E+15,42779.28681,42779.32708,0,26,9,35
5.1E+15,42779.41111,42779.73472,0,27,10,37
5.1E+15,42766.83194,42779.71389,1,1,0,1
5.1E+15,42779.32292,42779.44236,1,6,1,7
5.1E+15,42779.69583,42779.79931,1,7,3,10
5.1E+15,42778.36667,42779.575,1,22,2,24
5.1E+15,42778.85972,42779.34722,0,8,26,34
5.1E+15,42771.78264,0001-1-1,0,2,0,2
5.1E+15,42779.45069,42779.50347,1,6,14,20
5.1E+15,42778.83056,42779.30625,1,16,6,22
5.1E+15,42779.30694,42779.76944,0,17,6,23
5.1E+15,42777.94097,42779.35556,0,12,0,12
5.1E+15,42767.44792,42779.75,0,3,1,4
5.1E+15,42779.76111,42779.81042,0,4,1,5
5.1E+15,42779.42083,42779.4375,0,8,5,13
5.1E+15,42779.44722,42779.73958,0,9,5,14
5.1E+15,42779.74931,42779.86736,0,10,5,15
5.1E+15,42778.59931,42779.35139,1,44,6,50
5.1E+15,42779.36111,42779.37292,1,45,6,51
5.1E+15,42779.37361,42779.89931,0,46,6,52
5.1E+15,42779.90347,42779.91597,0,47,6,53
5.1E+15,42778.57708,42779.42083,0,11,9,20
5.1E+15,42779.42431,42779.61319,1,12,9,21
5.1E+15,42779.63194,42779.71042,0,6,10,16
5.1E+15,42779.71389,42779.75139,1,7,10,17
5.1E+15,42777.66389,42779.38403,0,2,0,2
5.1E+15,42779.38403,42779.4875,1,3,0,3
5.1E+15,42778.72778,42779.34583,1,24,4,28
5.1E+15,42779.34583,42779.73819,0,25,4,29
5.1E+15,42778.65417,0001-1-1,Null,20,24,44
5.1E+15,42779.72361,42779.71736,1,4,4,8
5.1E+15,42778.67847,42779.64583,0,31,0,31
5.1E+15,42776.65694,42779.43056,1,9,1,10
5.1E+15,42778.43889,42779.39514,0,26,3,29
5.1E+15,42779.39653,0001-1-1,Null,27,3,30
5.1E+15,42779.60694,42779.61944,0,14,3,17
5.1E+15,42779.66111,0001-1-1,Null,15,4,19
5.1E+15,42778.76597,0001-1-1,Null,26,10,36
5.1E+15,42779.71111,42779.74167,1,27,12,39
5.1E+15,42779.87153,42779.87431,1,28,13,41
5.1E+15,42775.59097,42779.58403,0,9,0,9
5.1E+15,42779.58403,42779.60347,0,10,0,10
5.1E+15,42779.61319,42779.63889,0,11,0,11
5.1E+15,42779.63958,42779.66528,0,12,0,12
5.1E+15,42779.43472,42779.44306,0,7,27,34
5.1E+15,42779.44375,42779.49583,0,8,27,35
5.1E+15,42778.77847,42779.39097,1,8,1,9
5.1E+15,42779.39167,0001-1-1,0,9,1,10
5.1E+15,42776.47847,42779.66736,1,3,4,7
5.1E+15,42778.75069,42779.3375,1,19,4,23
5.1E+15,42779.3375,0001-1-1,0,20,4,24
5.1E+15,42779.66389,42779.73333,0,21,4,25
5.1E+15,42775.65694,0001-1-1,1,8,3,11
5.1E+15,42777.725,42779.45764,1,21,2,23
5.1E+15,42779.45972,42779.69931,0,22,2,24
5.1E+15,42778.5125,42779.37431,1,12,21,33
5.1E+15,42779.37778,0001-1-1,0,13,21,34
5.1E+15,42776.56667,42779.45556,0,14,2,16
5.1E+15,42779.57986,42779.60903,0,15,3,18
5.1E+15,42779.61111,42779.64931,1,16,3,19
5.1E+15,42778.56042,42779.71528,1,11,0,11
5.1E+15,42778.42014,42779.44931,0,4,0,4
5.1E+15,42778.77847,42779.36181,1,30,2,32
5.1E+15,42779.36181,42779.77778,0,31,2,33
5.1E+15,42779.77847,42779.85694,1,32,2,34
5.1E+15,42779.32847,42779.35347,0,22,2,24
5.1E+15,42779.68125,42779.83194,1,23,3,26
5.1E+15,42776.83125,42779.70833,1,6,1,7
5.1E+15,42779.70972,42779.83125,0,7,1,8
5.1E+15,42778.71806,42779.35833,0,19,2,21
5.1E+15,42779.36389,42779.41319,1,20,2,22
5.1E+15,42779.41319,42779.72292,0,21,2,23
5.1E+15,42778.35625,42779.57917,0,13,0,13
5.1E+15,42778.42778,42779.40417,0,17,1,18
5.1E+15,42779.40486,42779.84444,0,18,1,19
5.1E+15,42778.53681,42779.30347,1,21,0,21
5.1E+15,42779.31736,42779.61111,0,22,0,22
5.1E+15,42774.73958,0001-1-1,Null,8,0,8
5.1E+15,42779.36042,42779.41111,0,9,0,9
5.1E+15,42778.89722,42779.30417,0,15,3,18
5.1E+15,42779.30556,42779.72639,1,16,3,19
5.1E+15,42778.85833,42779.3125,0,22,8,30
5.1E+15,42779.33056,42779.33403,1,2,3,5
5.1E+15,42779.33542,0001-1-1,Null,3,3,6
5.1E+15,42779.44236,42779.47917,0,4,3,7
5.1E+15,42779.47986,42779.62431,1,5,3,8
5.1E+15,42779.62917,42779.67639,0,6,3,9
5.1E+15,42779.67708,42779.71667,0,7,3,10
5.1E+15,42779.71736,42779.76389,0,8,3,11
5.1E+15,42771.82986,42779.625,1,1,2,3
5.1E+15,42779.62431,42779.63681,1,2,2,4
5.1E+15,42779.63681,0001-1-1,0,3,2,5
5.1E+15,42778.79375,42779.61944,1,16,14,30
5.1E+15,42778.75347,42779.34722,0,18,2,20
5.1E+15,42778.45139,42779.42917,1,6,4,10
5.1E+15,42779.43125,42779.62431,1,7,4,11
5.1E+15,42779.51806,42779.52847,0,29,6,35
5.1E+15,42779.625,42779.63264,1,30,7,37
5.1E+15,42778.88056,42779.42222,0,24,0,24
5.1E+15,42779.43819,42779.87917,1,25,0,25
5.1E+15,42778.85139,42779.31528,1,16,13,29
5.1E+15,42779.34444,42779.70556,1,17,14,31
5.1E+15,42779.74097,42779.84653,1,18,15,33
5.1E+15,42773.86667,42779.57639,1,3,0,3
5.1E+15,42779.57778,42779.73333,1,4,0,4
5.1E+15,42778.44028,42779.47292,0,18,3,21
5.1E+15,42779.475,42779.69236,1,19,3,22
5.1E+15,42778.82639,42779.7625,1,4,0,4
5.1E+15,42778.64792,42779.45972,0,5,0,5
5.1E+15,42779.46042,42779.62708,1,6,0,6
5.1E+15,42778.34792,42779.33403,1,22,0,22
5.1E+15,42779.33472,0001-1-1,Null,23,0,23
5.1E+15,42778.82708,42779.30833,0,23,1,24
5.1E+15,42779.30903,42779.85347,1,24,1,25
5.1E+15,42778.79722,42779.74583,1,21,3,24
5.1E+15,42779.74722,42779.89931,1,22,3,25
5.1E+15,42778.91111,42779.80625,0,18,16,34
5.1E+15,42779.875,42779.88889,1,19,17,36
5.1E+15,42778.30069,0001-1-1,Null,39,8,47
5.1E+15,42779.34236,0001-1-1,1,41,9,50
5.1E+15,42779.49792,42779.50694,0,42,9,51
5.1E+15,42779.54306,42779.54097,1,43,10,53
5.1E+15,42779.66042,42779.67847,0,44,11,55
5.1E+15,42764.90347,42779.3875,1,1,0,1
5.1E+15,42779.35417,42779.88819,1,12,2,14
5.1E+15,42776.67708,42779.63264,1,16,0,16
5.1E+15,42779.63264,42779.70347,0,17,0,17
5.1E+15,42777.70347,42779.77639,0,5,6,11
5.1E+15,42778.36667,42779.36458,1,11,6,17
5.1E+15,42778.77222,42779.35625,0,27,12,39
5.1E+15,42779.35972,42779.36528,1,28,12,40
5.1E+15,42779.36597,42779.48264,0,29,12,41
5.1E+15,42779.48472,42779.51875,1,30,12,42
5.1E+15,42779.52083,42779.69236,1,31,12,43
5.1E+15,42779.74236,42779.75069,1,32,14,46
5.1E+15,42777.56528,42779.53403,1,19,1,20
5.1E+15,42779.53472,42779.62569,0,20,1,21
5.1E+15,42779.62639,42779.62708,1,21,1,22
5.1E+15,42777.54583,42779.34931,0,14,7,21
5.1E+15,42779.45694,42779.4625,1,15,9,24
5.1E+15,42779.3125,42779.31528,1,42,6,48
5.1E+15,42779.31806,42779.41458,1,43,6,49
5.1E+15,42779.41806,0001-1-1,Null,44,6,50
5.1E+15,42779.42778,42779.44792,1,45,6,51
5.1E+15,42779.45278,0001-1-1,Null,46,6,52
5.1E+15,42779.45903,42779.72917,0,47,6,53
5.1E+15,42779.72986,42779.73958,1,48,6,54
5.1E+15,42778.77083,42779.35417,0,23,6,29
5.1E+15,42779.58403,42779.95903,0,24,7,31
5.1E+15,42777.33819,42779.52986,0,3,2,5
5.1E+15,42778.66736,0001-1-1,Null,21,3,24
5.1E+15,42779.35903,42779.68264,0,22,3,25
5.1E+15,42779.69931,42779.87014,0,23,3,26
5.1E+15,42779.87014,42779.94792,0,24,3,27
5.1E+15,42778.60694,42779.42222,1,59,2,61
5.1E+15,42779.42292,42779.5375,0,60,2,62
5.1E+15,42779.53819,42779.57292,0,61,2,63
5.1E+15,42774.86319,42779.42153,1,3,4,7
5.1E+15,42778.67431,42779.37361,1,7,0,7
5.1E+15,42779.37708,42779.86458,0,8,0,8
5.1E+15,42775.55556,42779.49861,0,4,0,4
5.1E+15,42779.5,42779.58542,0,5,0,5
5.1E+15,42779.58681,42779.70417,1,6,0,6
5.1E+15,42779.34931,42779.50278,0,10,19,29
5.1E+15,42779.50556,42779.54167,0,11,19,30
5.1E+15,42775.69167,42779.42778,1,1,2,3
5.1E+15,42779.43056,42779.52778,1,2,2,4
5.1E+15,42777.85347,42779.31944,1,23,0,23
5.1E+15,42779.31944,42779.68958,0,24,0,24
5.1E+15,42779.89583,42779.89722,1,6,2,8
5.1E+15,42778.83194,0001-1-1,Null,23,0,23
5.1E+15,42779.25208,42779.73333,1,24,0,24
5.1E+15,42779.6,0001-1-1,Null,11,4,15
5.1E+15,42779.60347,42779.66667,1,12,4,16
5.1E+15,42777.33542,42779.58333,1,17,0,17
5.1E+15,42779.58333,42779.93681,1,18,0,18
5.1E+15,42779.31667,42779.32014,0,24,13,37
5.1E+15,42779.33403,0001-1-1,1,25,13,38
5.1E+15,42774.73125,42779.65,1,8,0,8
5.1E+15,42778.72986,42779.31319,1,38,3,41
5.1E+15,42779.31389,42779.65069,0,39,3,42
5.1E+15,42779.65069,42779.65556,1,40,3,43
5.1E+15,42779.41458,42779.73333,1,15,10,25
5.1E+15,42779.375,42779.38194,1,25,2,27
5.1E+15,42779.38194,42779.43681,0,26,2,28
5.1E+15,42778.29583,42779.3,22,6,0,6
5.1E+15,42779.77292,42779.81111,1,12,20,32
5.1E+15,42777.90208,42779.29792,0,17,0,17
5.1E+15,42779.29931,42779.86181,0,18,0,18
5.1E+15,42778.8625,0001-1-1,Null,15,10,25
5.1E+15,42779.54931,42779.55208,1,16,11,27
5.1E+15,42779.55278,42779.72569,1,17,11,28
5.1E+15,42779.81319,0001-1-1,Null,18,12,30
5.1E+15,42779.3375,42779.74236,1,9,19,28
5.1E+15,42779.74306,42779.76181,0,10,19,29
5.1E+15,42777.79375,42779.37292,1,7,5,12
5.1E+15,42779.41875,42779.41875,0,8,6,14
5.1E+15,42779.41944,42779.53403,1,9,6,15
5.1E+15,42779.58819,42779.59514,0,10,8,18
5.1E+15,42779.59514,42779.66389,1,11,8,19
5.1E+15,42779.56736,42779.71181,0,8,27,35
5.1E+15,42779.54375,42779.74375,1,1,20,21
5.1E+15,42778.58958,42779.74861,1,5,2,7
5.1E+15,42779.35347,42779.76389,1,17,14,31
5.1E+15,42778.73056,42779.29722,1,18,1,19
5.1E+15,42778.69653,42779.36389,0,21,4,25
5.1E+15,42779.36111,42779.60833,1,22,4,26
5.1E+15,42779.60903,42779.61806,1,23,4,27
5.1E+15,42779.61806,0001-1-1,0,24,4,28
5.1E+15,42777.57569,42779.40625,0,1,1,2
5.1E+15,42779.41111,42779.56806,1,2,1,3
5.1E+15,42778.33403,42779.33819,1,15,3,18
5.1E+15,42778.90278,0001-1-1,Null,29,3,32
5.1E+15,42779.8125,42779.81181,1,9,8,17
5.1E+15,42777.49028,42779.65069,1,5,4,9
5.1E+15,42779.65208,42779.66667,1,6,4,10
5.1E+15,42779.66875,42779.68403,1,7,4,11
5.1E+15,42779.40556,0001-1-1,Null,15,18,33
5.1E+15,42779.34028,42779.38472,0,19,3,22
5.1E+15,42778.7125,42779.33194,0,20,4,24
5.1E+15,42779.33264,42779.72917,1,21,4,25
5.1E+15,42778.38403,42779.77708,1,15,12,27
5.1E+15,42775.55625,42779.34306,0,5,0,5
5.1E+15,42779.34375,42779.44028,0,6,0,6
5.1E+15,42779.64792,42779.78819,0,7,1,8
5.1E+15,42776.53264,42779.67222,0,21,11,32
5.1E+15,42779.67222,42779.78958,1,22,11,33
5.1E+15,42779.79028,0001-1-1,Null,23,11,34
5.1E+15,42778.72639,0001-1-1,Null,32,0,32
5.1E+15,42779.275,0001-1-1,Null,33,0,33
